-1	1	2	3	4	6	7	9	10	11	12	13	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
ENSMODG00000005330	0.278617865176807	-0.106114088265772	0.0562924249233321	-0.0904094341600388	-0.0905171539319305	-0.063191573302503	-0.407351374339398	-0.186696984675873	-0.568758190268539	-0.779954845895717	-0.180760466796384	0.135922985058285	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000005421	0.589484730363804	-0.284152068058731	0.0545110878201633	0.206987384825941	-0.101494121059101	-0.238152044240272	-0.617224140502384	-0.563946505519549	-0.80921153744661	-0.774492825153675	-0.227565607606498	0.121077403754308	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000005486	0.193786365405918	0.0697477175792818	0.11673143489851	0.0139254273471732	-0.269335721372036	-0.034273605139914	-0.323806625815032	-0.441567219660641	-1.01424375113569	-1.09033836813312	-0.547402098590672	0.235342946485341	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000005518	-0.0251398206548599	-0.111439483826596	-0.0945108717435854	-0.0525523597623705	-0.227963812282995	0.147931540590348	-0.482041909665004	-0.4578996739493	-1.01250906918766	-0.627500069888023	-0.715957027143973	0.116956899674166	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000005735	-1.85016998508464	-2.41251586395607	-2.10398758499806	-1.93958059966537	-2.23342564335309	-1.84719995313666	-2.07755837672528	-1.78142933995582	-1.75195505465547	-1.82447527399293	-2.40314055044953	-1.62360576722627	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000006027	0.244549319722985	-0.0674011692193393	-0.00181252492789774	-0.0334560109027571	0.00667702110246005	0.0322294644823389	0.268298558962655	0.181779294794105	0.638407156794734	0.484873655978958	0.259451939468976	0.0683491051648772	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000006078	0.393566141115895	0.499228475744405	0.020086761337776	0.179511945031127	0.0244687099465244	0.0824740474515666	-0.204902733567594	0.175361433772078	0.315540685031707	0.169395121315198	0.351912266407414	0.448762319617213	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000006179	0.164673710545778	-0.0878405544264211	0.043386948550773	0.0223643749738276	-0.0742879369673002	-0.133495804441557	-0.437242066417038	-0.505108227477304	-0.246936959455826	-0.657233789940577	-0.283132335777988	0.224506501900233	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000006260	0.0250306175096835	-0.0777643064515114	-0.134643209451644	0.233522996815996	0.049911502461736	-0.183646844080707	-0.350818972818791	-0.35136542571516	-0.399449104012747	-0.600686637231227	-0.141282660628354	-0.0565210058483725	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000006413	0.430152425208574	-0.197068676755641	-0.185127872980956	0.106044568584094	-0.166906981658502	-0.212975209416323	-1.00467598733678	-0.483580922292449	-0.582034734218339	-0.516769332270248	-0.111949979653319	-0.0361100568975328	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000006732	0.093654164506801	0.154750484498276	-0.0485339243406981	-0.122263764710906	-0.369701556129257	-0.0152311311929036	-0.566618792333887	-0.224470089121303	-0.850160530339878	-0.671557023540279	-0.216738869557313	0.102117505331286	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000006820	0.349380147657788	-0.0896465718456794	-0.0430105341497855	-0.117484892073136	0.123494564685491	-0.00254318054603253	0.147063139853975	0.490882021642351	0.709523890577236	0.0824242511439799	0.226163151250164	0.175352130909137	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000006947	-0.00348537776577373	0.0314425311210362	0.0479459339917492	-0.0519439268691215	-0.179694406537002	0.0218864566274171	-0.662227932376019	-0.220520940921412	-0.913129227408732	-0.894446545262626	-0.283298052609149	0.182234246106261	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000007208	0.0844700608934623	0.0741144730996091	0.0940717821491557	-0.250076991807545	-0.20869175626548	-0.176305751503407	-0.63124832579005	-0.387253109156616	-0.825969138329014	-0.798455871477385	-0.232028546136597	-0.617409112662204	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000007562	0.190507877593022	-0.261117370365191	0.0161577976257288	-0.0606986846419657	-0.146085927629642	0.0542438639045368	-0.295316178845678	-0.528056983997994	-0.40839815679969	-0.297682263508728	-0.368084550532552	0.0131409873307828	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000007679	0.401138578598538	0.00110645156540556	0.066495701401184	0.207071714837817	-0.0960393516660627	0.119316268809875	0.104567812429774	0.0913570366842027	0.0397073053932617	0.401895941831473	0.53944607732948	0.542016844947315	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000007683	-0.448579955351489	0.250174263340003	0.28561965223399	-0.134731059164875	-0.320195858018548	0.379071447669762	-0.586486506264491	-0.160590492920377	-0.799851768522256	-1.24057147354265	-0.598421414855558	-0.219082988699024	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000007886	-0.301135081017189	-0.0686865446853755	0.00460934685174408	-0.125104627260689	-0.0724940562151115	0.0858067150296469	-0.608310564412573	-0.205701264014984	-1.15628326378895	-0.592456399950826	-0.628918251547451	-0.141456224949749	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000008076	0.146095623959034	-0.111776283886698	0.133200500911999	0.00319404528606704	-0.201607875609113	-0.0404300210971176	-0.465043106676974	-0.262270303133926	-0.851534274739134	-0.695450486245465	-0.372144795904529	0.0829853516236856	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000008238	-0.396503307293509	-0.336134895434252	0.0884428517798956	0.0894128668785963	-0.357032132034877	0.169116885244609	-0.948247099224931	-0.466793208355548	-1.33254219403968	-0.625300141930813	-0.551964376579527	0.170787544937913	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000008322	0.0828669975005258	0.0796631983241252	0.0656117570507586	-0.00699230136849405	-0.39792760006114	-0.290322274636794	-0.363488120847989	-0.377826635077722	-0.920737940981102	-0.928366352969844	-0.63235849135892	-0.0733607185289227	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000008488	0.0547664425575389	-0.0177877216589124	-0.0685859047878257	0.308978948391064	0.0855591214255913	-0.031616516737774	0.461889019143757	0.565087254854238	0.704969489813937	0.492735339833939	0.0933835270754853	0.116670126264117	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000008518	0.349788954264658	0.11238194315607	0.0345348282478772	-0.00440382660303928	-0.0824163535841	0.195540538238675	0.686389878802583	0.799995424445058	-0.0833452453592889	0.724623109379443	1.11255221831648	0.0512661831412342	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000008546	0.291821226918654	0.449875769791753	0.196466748874458	-0.233053376353233	0.409992294418132	0.791210488630622	1.33858975215927	1.02943200379442	1.55314342674165	0.584076967578989	0.921137735458425	0.214454544813565	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000008568	-0.107223574868516	-0.0545403546609915	-0.143090591920119	-0.0558790287455038	-0.0228199960980122	-0.00549238561304222	-0.337457348767117	-0.519483310515987	-0.629954724707466	-0.908264758916234	-0.810054335935452	-0.345272209990235	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000008731	-0.240080587551315	-0.415501289996701	-0.308202250419257	-0.545945194450775	-0.599301181322101	-0.309606675205504	-0.742365050323238	-0.613186011429359	-1.05104120948645	-0.851141588752109	-0.292059335130848	-0.109834122875254	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000008795	0.674530748412935	0.17689677759777	-0.568165698712474	-0.00412099715927017	0.00812718711715199	0.0136056905866466	0.439704985414914	0.842765757450724	0.76153689732864	0.413061385971504	0.695474011588507	0.444405031719602	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000008997	-0.508915794515701	-0.306044791150025	-0.0444405630611957	-0.226668089155631	-0.356571237285669	0.17639646109535	-0.347979394587575	-0.561309246049674	-0.74687663437503	-0.705397497848789	-0.621368323969648	-0.521202349475281	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000009175	-0.325471637921702	-0.465939235606199	-0.286573402725562	-0.370574348157877	-0.435139635803318	-0.258978734251857	0.0512448073671887	0.107138652211171	-0.31251551391972	-0.628841039989399	-0.559122081216513	-0.332700497675439	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000009243	-0.246140271452656	-0.796692313862374	-0.512694871398535	-0.744092552672154	-0.570857825068573	-0.195574367260856	-0.633369416027354	-0.395251934850412	-0.13806607764161	-0.408043841780813	-0.488728456008655	-0.531321004696967	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000009370	-0.197647628438683	2.08000931764056	1.79532486238518	0.494817292893871	0.34803394066799	1.37247057071313	1.16306261268531	2.95116295396668	-0.687088341817986	-0.168040924921686	3.30115913228782	2.10984816747895	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000009860	-0.80125604396132	-0.325841777867039	-0.114254920850087	-0.366540896582086	-0.46265303692091	-0.249576240143752	-0.701197218050729	-0.78760412350035	-1.58478083276161	-1.08290288382542	-0.585068308906283	-0.296062568513763	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000009895	-0.249879828943076	0.451027979719432	-0.0427983919904471	0.51499143229917	0.590131335690043	-0.117207525965495	0.973841903132633	0.836935082116661	1.19799255340855	0.314947108934533	0.132442238513674	0.705828028009579	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000010069	-0.262825795216056	-0.123944195543088	0.00890527957703391	0.113975952236993	-0.330390602948055	0.216738783016313	-0.56185708134239	-0.430309470402147	-0.550526759833295	-0.622080586493664	-0.414463766366925	0.0670626344769012	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000010240	0.435478094726543	-0.169245453412383	-0.044208939072873	0.123552969495364	0.193753026769985	-0.0617180503675563	-0.0378541452417309	0.635483655488727	0.683330981274738	0.582566217057994	0.277304166410562	0.334745696111153	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000010567	1.03161707176777	-0.457374323197927	0.0853255144371516	-0.38044186029546	-0.562782091306425	-0.918847613951034	-0.727717489242857	0.345078720531694	-0.369647608554017	-1.12745566571169	0.0606516012663127	-0.424402251830447	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000010844	-0.216854671494755	-0.0862611896151497	0.0543229727100609	-0.0623104011220423	-0.419190738395952	0.059896337154095	-0.632584529549454	-0.149870829435381	-0.901327579433474	-0.607212447526313	-0.431722724342743	0.0516097725471649	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000011208	0.0391435043406645	-0.0430995138167471	0.045228580098482	0.0654726130975964	-0.23219471856116	-0.107407487541382	-0.485204500980563	-0.0280699117208005	-0.703841255315993	-0.468745380638511	-0.298867738494624	0.0683162713753127	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000011337	-0.227893581868902	-0.535535063426172	-0.370153825198869	-0.203702675918096	-0.383357404004109	-0.283039822012411	-0.362717235381095	-0.616564501576895	-0.750734888943308	-0.783326322085334	-0.502997691669162	-0.21079272527891	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000011547	-0.424484441780057	-0.742253402333824	-0.374850631904183	-0.606993963557393	-0.800720888017913	-0.238313357104461	-0.910596728954516	-0.717441936108147	-0.824520979580344	-1.11795519368651	-0.638928411829079	-0.307199955917203	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000011785	-0.210764300188481	-0.622601872608193	-0.41516130814608	-0.469649881878795	-0.47779386375321	-0.24825424683273	-0.233818526499405	-0.265181914073412	-0.581240711519959	-0.204522392747575	-0.0545816620623301	-0.391991111669432	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000011850	0.277403794583822	-0.0172866658669122	-0.184395747050609	0.0596127667405009	0.147045056018746	-0.0194443058712759	0.433853913900704	0.774244079957317	0.64205516370536	0.603642123824677	0.306788979604547	0.199813704914978	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000013506	-0.0165882653281095	-0.560639950943406	-0.126312019887275	-0.283534764004705	-0.182943292143017	-0.112616633600668	-0.516615950964232	0.324550787672943	-1.11888988891975	-0.575236643984757	-0.295446672304231	0.087579609968135	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000014107	0.106857251372048	-0.0480295615742872	0.00812427647424663	-0.132789646390862	-0.371075740109669	-0.0738233212586605	-0.123992184148133	-0.43769137630294	-1.06895176023242	-0.932237791398164	-0.334932499448238	0.0420810275721273	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000014258	-0.183986576602851	-0.102986953068701	0.107314836764798	0.148233831315334	-0.00969310233790788	0.109786236819077	0.978244281194616	0.365286103148387	0.941235734466818	0.943873357502324	0.158055487130596	0.474127706868401	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000015320	-0.892794399407578	-1.17714544150308	-1.46946985820314	-1.65651176013447	-1.43315723786352	-1.99699679015573	-2.50654811177187	-1.96429583659679	-1.980045574415	-2.57700873488364	-2.33364902015006	-2.32115729336176	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000015735	-0.0335575174470706	-0.067267148230377	-0.318630231685499	0.14416269078101	-0.0681648477421408	0.106628432834213	-0.762264422463272	-0.246308953995407	-0.694188497684475	-0.769239500779179	-0.359346949987139	0.06471121124379	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000016077	0.371463499880422	-0.177890533386133	0.00661965562161981	-0.169104780311258	-0.373730364285372	-0.0444827649844957	-0.631178363588777	-0.563455768846143	-0.996407846388465	-0.550154284375974	-0.228707024926905	0.102124147110841	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000016635	-2.28104169665878	-0.5914514554212	-0.047738058094847	-0.192786872039523	-0.565515027785089	0.72667521817193	-1.13310302216447	-3.68449758884134	0.198038300217444	0.20593124421934	-2.44092062255969	-1.59303063062482	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000016737	5.92094316274451	5.55181408102775	5.448740286731	5.40762350156328	5.78706026960088	5.56942556432563	4.89370529427888	4.91187600622218	5.35328833056998	5.02424471622677	4.76280466509932	4.77003229646033	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000017183	-0.120299249664924	0.0932255871730865	-0.0475638250221921	-0.0164824542387443	-0.310756699581012	0.154111392147816	-0.158046456814855	-0.197913478225991	-0.737659893767968	-0.67958334904633	-0.423924687208899	-0.358618144473155	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000017317	-0.0581982305266315	-0.0439280688934787	-0.228414770249749	-0.0118145688057396	-0.0443922128731504	-0.190022755425979	-0.378767837314042	-0.362325584498711	-0.682274197074969	-1.09000680545275	0.147410455537251	0.0234227152200166	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000017564	-0.102153692633536	1.39244894566908	0.156623264456383	0.0739930645089242	0.0841588644392279	0.0232239016603799	0.0327516438302058	0.82000977528688	0.273285344034345	1.38987211621829	1.88581934360316	1.26198966510344	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000018066	-0.132921057285808	0.0563543804120705	-0.0617481374248374	0.0482913736977366	-0.116720858094872	0.0229169569005219	-0.247287390340398	-0.339186922999666	-0.672969337732297	-0.81920654081881	-0.692392035187433	0.0876288660552351	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000018248	-0.215826236879152	-0.500737737346396	-0.41354654315472	-0.368436053723753	-0.423842019128156	0.450613230151807	-1.27424591017992	-1.28226592483986	-0.666388845560768	-0.473273215536322	0.0440918779308657	-1.17104308826389	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000018259	0.674181025296694	0.116260329627188	0.0465971937052263	-0.0645165380972159	0.0596254472695055	0.0997806469598901	0.00927211313999532	0.811224056886727	-0.150267157647939	0.80365057495187	1.46359840574135	-0.0547976962916414	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000018373	-0.117810219625126	-0.152617951942827	-0.016474328823687	-0.0127908191082406	-0.892940054919677	0.0101817530718371	-0.318013061949966	0.161853768886819	-0.340012847779911	-1.1153749786572	-0.907063802773995	-0.321840630211522	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000018722	-0.636484674073956	-0.913391875961283	-1.07052349430806	-0.999614936507023	-1.16437063241351	-1.30441650928343	-1.04243422254429	-1.34960432912349	-0.843417556829469	0.179892636755661	-0.892723811430361	-0.821054886922117	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000018750	0.102499803128515	-0.00237372063150065	0.168985041590866	-0.117054549269097	-0.28078080422633	0.079425196158569	-0.523937963749997	-0.372849771555471	-0.421500023332053	-0.637258880116663	-0.249364484002299	-0.00240968475119274	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000019001	-0.018506674256427	-0.188161077262169	-0.0838693210224015	-0.0270441006234661	-0.227425775875223	0.0848049559199238	-0.232383336773142	-0.26334199632902	-0.369536756048781	-0.404847615703448	-0.271655438390334	0.0187806338079648	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000019002	0.40049255004615	-0.601578962902367	0.107509677602039	-0.0947021826957286	-0.349309619427727	0.236564548008538	-0.716289800868792	-0.539067361016316	-0.951291958558893	-1.1444200429088	-0.392495810471049	-0.0158519638531356	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000019212	0.42769149317848	-0.163993356763759	0.239085489145356	0.187344785714921	0.146054478025088	-0.158920262784278	0.117327443940217	0.44667547007217	0.551825663141974	0.0112025286529578	0.617333456140589	0.453273248073033	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000020529	0.454469667272584	-0.0334691973251919	-0.0454874544373061	0.0231970300074664	0.0647848095676729	0.276807835317548	0.256400568161301	0.43944354936874	0.0879875966744823	0.481639224537371	0.0327671696535656	0.743261875026409	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000020772	1.7243550102257	1.05460164171635	1.2682774043116	1.34916409236238	1.26777800044512	1.17987249537833	1.08107663871852	1.26566194967341	0.796784806183567	0.269274391679986	0.798058753437906	0.704656527150322	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000020889	-0.463116936881657	-0.195096319018585	-0.113294634068334	-0.371585434732243	-0.422808223357132	-0.233270881426915	-0.891590834713984	-0.854249132007068	-1.42645024030728	-1.06059571751107	-0.843667190909067	-0.421993125884947	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000022844	0.175222977187205	-0.000469179119733987	0.0377533492622888	-0.10271859272263	-0.213403471495636	-0.0929645496879932	-0.515984820684996	-0.406192218535213	-0.855253561049269	-0.733279374948999	-0.325332630438573	0.0157357487983312	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000023777	0.409937036580857	-0.103282277109881	-0.195521992749208	-0.125664913480803	-0.278661899766419	-0.11070700229028	-0.538728934305944	-0.190939597600797	-0.717432551152778	-0.971860614608166	-0.438608574112281	0.274653822837839	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000024113	0.0671271248543754	0.00960888169478036	0.231272882314149	0.0678811573817644	-0.474641335182008	-0.52036905498451	-0.298077569146392	-0.406181385092461	-0.805333900378899	-0.421219114150075	-0.109860158276746	0.184511852068469	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000024253	0.117403270895184	0.0362839937109056	-0.0313219283254087	-0.100342712139897	-0.398046198129022	0.112873126134882	-0.498616481585258	-0.270396786364001	-0.774315492818228	-0.83195272940053	-0.289639224638909	0.25196951724663	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000024310	0.33420270842338	-0.35895048291303	-0.292077205526189	4.25042592091529e-05	-0.453494190162284	-0.0740335569764596	-0.330120472194736	-0.49177787463536	-0.815942975094169	-0.819770108299552	-0.692799589823034	-0.109387930685853	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000025499	-0.264401025054098	0.187647696414249	0.0326760805010083	-0.314873135553301	0.0061512169279383	-0.594877329570703	-0.504747151196272	-0.176007079801121	-0.622938813004628	-0.915659297452668	-0.449106280069332	-0.339628711015715	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000025683	0.370028865802723	-0.644118713735308	0.146029773558475	0.0410183705161202	-0.0943250745410857	-0.0715676489564494	-0.228299953941685	-0.0632398660928022	-0.768304880573842	-1.37503973420386	-1.52523673441022	-1.46018137339104	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000026147	0.403872497195133	0.328302078741033	0.332455887108228	0.100204987066352	0.517129003445016	0.493554619651211	0.16396871561246	0.873281420966867	1.0560069243926	0.81021740294358	1.04634778074102	0.288187680080206	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000027608	-1.22612094367767	-0.36727868956256	0.351008235942096	-0.128183937445595	-0.513139244798965	0.592262745761149	-0.800099946611258	-1.70580617586336	-0.946418699680216	-0.162266550419253	-0.537716924588614	-0.170822902001418	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000028278	0.403933955305664	-0.468483023766467	-0.407047873440874	-0.34438171502996	-0.188681067943566	-0.486085573997146	-0.209734231517942	0.267213537124213	-0.732052364244132	-1.2988379513733	-0.343051058202913	-0.0244148847445942	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_045488	-7.85858834179333	-6.65443501875694	-7.67031356157319	-7.26736180525172	-6.78514600238346	-7.33851700568931	-7.7359439536418	-7.78866763306362	-5.17146787075689	-3.85160953090956	-4.54270214359671	-6.04058373902007	0	0	0	0	0	0	0	0	0	0	0	0
