-9	-7	-6	-5	-4	-3	-2	-1	0	1	2	3	4	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13
ENSMUSG00000015451	-0.473773443528691	0.0344180118227153	0.464194115464322	0.284381772116692	-0.032790414447442	-0.330856922224323	0.295444694896877	0.15740129562969	0.1168612735515	0.410475079154472	-0.0811919214097614	0.73852674483747	4.14120797449493	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015869	-0.499493461677976	-0.212818202183778	-0.141832219749812	-0.030015664691982	-0.00405998418839459	0.0192262251135116	-0.220123320883735	-0.100445381370043	0.0794249729843566	-0.0104887332925481	-0.017778922915447	0.685856967890048	0.686368282724862	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017132	-0.46895733263591	0.035750881791718	0.0559710272179794	0.0281097213601154	0.177547980215286	-0.180732927847924	0.0678893091214601	-0.112454558510598	0.0262948288229268	-0.0704809224473966	-0.0017161513886883	0.278446875091603	0.729318421986719	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017667	0.179820657557475	0.159172778746322	-0.0936491486189341	0.10647016309729	-0.0499324417012641	-0.293830636669487	0.171908235264287	0.215646260657868	-0.0865398580281207	-0.120578159920528	-0.484492702690651	-1.11335732226422	-0.963003339280695	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018171	-0.135272850807599	-0.126623358643893	-0.113475341296612	0.0614005057763229	0.100496568487518	-0.0832493025380998	-0.216190239373955	-0.167166766780277	0.0878551788702939	-0.0771008544291876	-0.0732531625281085	0.729127389284704	1.18258840756036	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018868	0.0155839804262492	0.0324219784484633	-0.100769674351981	-0.0877268387844275	0.0125481358784407	0.177889081180307	-0.084936945215444	-0.177535041748661	0.0698447695946338	0.234738533685706	-0.388908685661909	-1.8327367786932	-2.22017936825204	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018899	-0.314133787652489	-0.0354576463404026	-0.140244523787376	-0.0733935039883322	0.245042807337629	-0.194069582105594	0.212558157322384	-0.0432129798670946	0.120759163841927	-0.110073792815831	0.128714657439599	-0.43698879735676	-1.14156294159179	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019822	-0.449607417461479	-0.133806414732491	-0.036823688969303	0.143187065405884	-0.0903071052487689	-0.242783275573936	0.0926325545519529	-0.0437374995107538	-0.00384409453099099	-0.0434304229690357	-0.00175765218680368	0.56003543128968	0.659037898816435	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019935	-0.0277645761856755	0.30076837717655	0.241204042541187	0.215127525031543	-0.137434170489621	-0.164711470687629	0.0260591419839455	-0.167706115117273	-0.521898165574049	-0.0795519502628186	-0.0741393329966691	1.96893309126215	3.50440788435437	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020027	0.104551697567577	-0.0163762081346688	0.16167054524116	0.144639640089415	-0.00127024718522328	-0.110261749395648	0.159058393910897	-0.0228870247529942	-0.4384195672876	-0.178313597793125	-1.40455187987895	-2.2052148877136	-2.81438243277018	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020220	0.333585914462686	0.333698935231179	0.212193941682236	-0.191497978943896	0.10829225030396	-0.028011210344479	0.21417219528146	-0.0205018248502551	0.00126884963935048	-0.0510995269533767	0.136789681921416	0.260523243732738	0.485072958032269	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020359	1.70365792431011	0.401793983424969	0.118455148107844	-0.0565459313860792	0.118265586513818	0.0870414420930938	-0.20005797463313	-0.174824214988213	0.110656837856373	-0.175428008889244	0.145549243748007	-0.140881440644293	-0.115435247157797	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020684	-0.0476927876353765	0.000493985108185324	-0.151700106186378	0.0986593926396919	-0.303491014473632	-0.0412136575816769	0.738632440247459	0.100652233657653	0.0784991459524201	1.1322299700646	0.865570815255173	0.24886547776549	0.560037317414354	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020844	-0.233703598099509	-0.0730576715145244	-0.223186292565345	-0.0275432635243495	0.104781428400912	-0.316514863305087	-0.201623229729087	0.17473472662569	-0.0611379492348973	0.0313238919592118	-0.0375702941963678	-1.11751070711932	-0.870653354711831	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020937	-0.977639392812003	-0.113014934060969	-0.133772042187843	-0.174554064927283	0.168423466253747	-0.0509345022430576	-0.0415820382884706	0.287761004154596	-0.122817068762699	-0.282994169536231	-0.506984377891499	-0.694837129278413	-0.306100097723477	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021228	-0.484468922802857	-0.0912326936351899	-0.26726393422925	-0.0319743085413697	0.0877675320762816	-0.268302043321806	-0.0318271142045017	-0.133952594667804	0.494674792151551	-0.0475427500685441	-0.362695896770717	-3.33808904473063	-5.90293558291893	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021416	-0.15898149354363	-0.0322347673636748	-0.237641692009394	0.130462160883029	-0.0252099844157382	0.135779692568424	0.721830999363035	-0.0174360355370898	-0.174919350770308	-0.1638472920045	-0.514687450490047	-1.74313717711043	-2.31063238433678	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021497	-0.446525315487703	-0.232542669592467	-0.19477002627562	0.0337163711833739	0.0879676734863004	-0.120594287252214	-0.177531577349741	-0.0842134278522391	0.140584858382679	0.0059315054635638	-0.0830636953710098	0.444403238712002	0.516960371689671	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021594	-0.0927801155206622	0.178561969768936	-0.0682745443410382	-0.00616246628052686	-0.045687657092448	-0.332839612887552	0.138508679324506	-0.0730310273077075	-0.109117890967924	-0.419345318229587	0.188462698689264	1.82929751824284	2.37229538360786	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021665	0.183166756880748	-0.16736934588517	0.0479586280605799	-0.0833698098654843	0.162775464732489	0.0467738970729039	-0.294735372418983	0.0311637752407901	-0.109555638973171	0.0898588489374115	0.15233975149847	-0.709605106830593	-1.78650134072739	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021713	0.360962818243243	0.143503436740982	0.171547897487984	-0.0116378755041167	0.133304519313124	0.0341871643712199	0.217903471190915	-0.0150035889787938	0.00810174609187353	-0.0819716481352062	-0.0906587890200212	-0.193463013744562	-0.559943710487724	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021750	-0.334632211632965	0.0464728646869645	0.0948372510186627	0.12014966704651	0.313553132777381	-0.148814493897045	-0.0504342458508171	0.101169577463573	0.0329731713265622	0.554838092279975	1.26204391423227	0.0889537900422078	3.16030018056139	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022181	0	-0.124140947214911	-0.377242141541948	0.199920409439619	0.203504382938126	-0.201156896929759	-0.133991620214555	0.0927845790412367	-0.0548498628687644	0.291983188170401	0.539847101355722	1.69452271346652	4.96889607205119	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022215	0.313771977096527	0.0209673628079998	-0.35418059161572	0.0507126442530444	-0.0131223146070217	-0.0588672026109242	-0.304055382951624	-0.241337815318345	-0.373927299387806	-0.210716982111017	0.0613057307437157	1.98350998268346	2.13861039862626	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022218	-0.0492846768534378	-0.200147446800606	0.153804656541221	0.106477175993287	0.065339155757258	0.0110110912465058	0.221228671498763	0.0712155532276686	0.0273020606394976	-0.0423909609237745	-0.812471105243724	-0.753368146518875	-1.63355633672866	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022340	-0.2382467171073	-0.106694953626543	-0.225426145536459	0.265101298241871	0.0207116723290683	-0.168087210049543	-0.0750996492732314	-0.129242562789202	0.244913164873884	0.121562242674033	-0.334594491487197	-1.64893414446967	-3.26971630660426	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022347	0	0	0	0.0728028823726583	0	0	0	0	-0.563519346040811	-0.907123272491816	-1.51356163724459	-4.30034046198018	-11.8948919830894	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022508	0.0475425741443103	-0.0636725092240256	0.0788482271754891	-0.0332683175816764	-0.0565740710492644	-0.0399859196951016	0.121589714346645	0.23334458488534	0.0997440413610078	-0.0487666227294139	1.35804059951133	2.17755119048845	0.551338683161893	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022555	-0.755845311681631	-0.0867067582737153	-0.102737431141494	0.00884788144726745	-0.234501279025778	-0.112292664490502	-0.229826106835046	0.162328828462346	-0.164284162341907	-0.244939596966655	-0.425031394879039	0.176413581578736	0.274938356673553	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022620	-0.466647137066312	-0.104951228295072	-0.0628062883789262	-0.152218780639904	-0.0428225198642718	0.00736118574018629	0.281003071506976	0.176389933210966	0.115694243277961	-0.178038241291874	-0.0734431051774775	0.750115536798651	2.31670782594101	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022762	0.608741465150103	-0.0244147072288523	-0.0122832793433501	0.0732258194700857	0.0746634876398212	-0.199850079627991	0.253046720326365	-0.0444973898777085	0.0398617250907873	0.343557491407633	0.14090773495672	0.975285467039533	2.38728141188106	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022848	-0.199868947909446	0.0807476172075186	-0.0844651948665964	-0.214055218826608	0.0227294241379834	-0.0186775728672348	-0.103246617493131	0.0938032831470634	-0.108529083466344	0.035896814710469	-0.139972295983191	0.611249110115493	0.686834584667515	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023044	-0.633114238670369	-0.0787459882607342	0.0352758521362162	0.176898466872465	0.225407539038065	-0.214304497588886	-0.0360381497955391	0.046013263413041	0.274853342943434	0.360660924540991	-1.20780581622836	2.51432329570099	2.30664780943247	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023243	-0.244059345418474	0.0236141189556438	-0.0301986195184734	-0.108721175880823	-0.109326238988529	0.0120073881882394	0.165454231211929	0.0512680191014185	0.31992825509597	0.33661541953883	0.395022905121298	0.323667574136058	1.77125304723643	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023930	0.0155839804262492	-0.0644536536240041	-0.0719649587970754	-0.025013328420664	-0.150526461981473	0.30347707993793	0.0426963868421135	-0.224607790248537	-0.751887982338773	-0.297728157972818	-0.91874723786121	-1.23494014124749	-1.46402040206078	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024118	-0.460933684974005	-0.0287979517119688	0.0253849618306603	0.127037001237522	0.00891255698542537	0.138122976304038	-0.00664913728840233	-0.0101989924443844	-0.140285921850864	-0.244755632553606	0.588559056791755	0.209018640594654	2.32603726854717	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024365	-0.0501918698427846	0.0596816767174456	0	0	0.368651790340197	-0.101599483632292	0.0609390643076209	0.2778184426099	-0.158345520181928	0	0	0.121993482162064	4.48348555674911	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024421	0.465459169163293	0.692616603452834	0.434244073375795	-0.0929919506147217	0.677031520361727	0.000821636018932148	-0.0213761106444434	0.364569529371039	0.430807346542949	-0.077093864316502	-0.0419380662034499	1.47241495742892	3.18240236877618	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024424	0.00529633949686126	-0.232316862651617	-0.269994849183102	0.0934287166848726	0.18700795898758	-0.0242681465401358	-0.0595866950465034	-0.0164088527174542	0.25250356883931	-0.11696176386995	-0.2591983605501	1.37211853865687	2.20650706106937	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024430	0.0886584104188651	-0.1733710296158	-0.202258304091236	0.15421800251884	-0.164622843164768	0.0162635782025585	-0.337413471193829	0.277534258830361	-0.136307027208042	-0.375042618825456	-0.864210710226082	1.01967526447663	3.47084345116533	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024486	-0.119604232575479	0.0613017997131187	-0.00609420026806995	0.0743391686564887	-0.0814992873316887	-0.300105648625174	-0.115512998435637	-0.154389345611986	-0.473307956346607	-0.188992448797495	-0.635763470156065	-0.563257297382749	-0.720159263434339	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024561	-0.370434083889637	0.0826726754980189	-0.0524731580782714	0.0189484411251133	0.252269518351781	0.117277458027138	-0.00127348654113568	-0.00667641769580207	0.0921467432528393	0.0623136176728334	-0.284788697413702	0.982522984568618	1.9092693509694	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024697	0.293918169638265	0.0746234184344785	-0.310438060953055	0.181562702317031	0.152525936806199	-0.146020442735716	-0.133216714349754	-0.0827761036533072	0.00955445567544144	0.575014354228252	-0.690732937558086	3.07150985390763	2.74754954831405	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024776	-0.41555875540269	-0.0462103080212151	-0.0936955482509947	0.254086258205889	0.154910945411188	-0.357039408992706	0.104089984822838	-0.227227186511163	0.417363508752482	0.137851862246857	0.253147946918174	-0.458468371987639	-1.640277674027	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024899	0.709432512943092	-0.0937075511745267	0.095483151734145	-0.00947095432295608	0.387079741416736	-0.150841870794306	-0.151331000209746	-0.173521107473821	0.139137140752686	0.0594283797887893	0.086226667344306	-1.04213955208003	-1.2279048178995	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024970	-0.573013515926498	-0.0856437797296943	-0.149652161792854	-0.0426681414164967	-0.0503485808454376	-0.317672654792203	0.166849999137944	0.158455712802804	-0.00676092299122999	-0.0672537531281754	-0.63003335960079	-0.169027996574939	0.00227451840406623	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025003	0	0	0	0	0.0371832350545382	0	-0.14012907991357	-0.51451799271951	-0.478562272503353	-0.56326133977799	-0.778019150730845	-1.54900925110502	-3.37523108290208	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025004	0.0272810422463315	-0.128195893629811	-0.258981036895541	0.26248773392363	0.459987598417546	0.0956489906125222	-0.0509398581254645	0.110133532801154	-0.58883421437201	-0.398092548136428	-0.517172212957428	-1.00374584941452	-7.44957167648459	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025270	-0.375146629818297	0.189566495957374	0.0809147468228701	-0.0411680870990114	0.131584199098771	-0.128515057295912	0.0397724108993707	0.10150989201161	-0.200232909266827	-0.0261735968342478	-0.0138116132542621	3.421511477693	4.24131226162918	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025332	-0.57618654623018	-0.389450872798625	-0.396277379722879	-0.472885135429025	-0.290589604640337	-0.427222828684204	-0.143939831413801	-0.333024212270837	-0.513546514942535	-0.287696799723768	-0.704688296829612	-0.585064961711949	-0.179414963812991	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025508	-1.46997989547263	-0.738162001060774	-0.457853339497567	-0.113600951837178	0.109877463626463	0.205855441035538	-0.160469228455229	0.0914682747059725	0.0677349777836387	-0.421846452463449	-0.148521636408245	0.151335010549595	0.0280685988089466	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025795	-0.127071825383669	-0.110781944511142	0.0104868993530172	0.114456956217875	0.130554580714367	-0.117756651338492	-0.118309694207628	0.0209049959298397	0.217896328280887	-0.072272849246426	0.147592313945628	0.353369825233274	1.39226702994674	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026278	-0.605491267420631	0.081502196809752	-0.239712496728127	0.254470533482038	0.0396071639201887	0.0963981142549057	-0.138004799181886	0.299656227057004	-0.0636988831309226	0.52721013682905	0.228398578128593	0.935537713968445	0.983132756991597	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026315	-0.151172441759121	-0.255484687086658	-0.262700809378873	-0.0710496986409829	0.0138974761170144	-0.42792362640717	0.0623243162230001	-0.230724724670451	-0.126726476153029	-0.123502435337029	0.0182458334401381	0.0630908827040981	-1.51920644582155	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026526	-0.278260165924658	-0.106073116672261	0.0459644979238218	0.054275249718251	-0.0586785488495014	0.0504262218256386	-0.180521601138851	-0.082446512283358	0.0749849187534419	0.0478103288488141	0.260639299891441	0.520877742204846	0.566862012373258	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026691	0	0	0	0.0373195166487018	-0.0359815616517863	0.0644041277423921	0.0448018826238859	-0.0694942899193199	-1.30455568430539	-0.906758945316665	0.460671204313575	-4.47829377792536	-10.7699399436313	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026986	0.195431843604188	0.215413547643148	-0.391778464369411	-0.296422955291664	-0.222931523065448	-0.0442364482875119	-0.139797372392962	-0.289242014237954	-0.0805362669874861	0.136321448379712	0.559453026937671	0.50340149638807	1.36719213389122	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027187	0.192749696638636	0.0798945703726979	0.0250445600670837	-0.0425340969705594	0.34011984215406	0.0151458054617013	0.0716734210933581	-0.117784339440723	0.0722807137365074	0.205036554881948	0.188099732903202	0.441777816031049	0.554595414551125	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027376	-0.8091819185718	0.0340569425191207	0.191312885963721	0.0373195166487018	-0.0753182307476493	0.0966948495157105	0.064025784345031	0	0	0	-0.147953085980168	-2.27670805128466	-4.58236072652301	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027489	-0.80604629201361	-0.287899621500225	-0.040964602045219	0.209994055980117	-0.234118784267824	0.136345289856456	-0.128537478348891	-0.464776839818013	0.0943192533148171	-0.00420725948359668	-0.32261844618722	-0.376152985585403	-0.0577494707955792	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027533	-0.184605052113946	-0.00277297386872455	0.0831370417868058	0.0514159121311266	0.391786759012941	0.150178075173434	0.209763684242212	-0.0582740060744111	0.0998486954946927	-0.327118415058836	-0.544200575953708	-2.37088279161379	-1.57713717352617	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027568	1.91057212623491	0.317454649021176	0.00527856516230046	-0.0853466530985038	0.0437156759753565	0.0853356804278409	0.0935381009338463	-0.181068430290519	0.0758195620029418	0.187325299833728	0.358287997638693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027762	0	0.115415369572012	0.0395417963008246	0.00217220922603065	-0.0062505833582151	-0.0158262198174481	0.144693215839239	0.0201125702664444	-0.0924342400020037	0.387251038170173	0.763417085522154	0.458997050521381	0.868857968035426	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027870	-0.318063897511699	-0.0285591573382808	-0.0954004076567561	0.289915312452478	0.0858464787086159	-0.218917339517382	-0.290875359251139	-0.123373139245428	0.231450337784928	0.251602572674635	-0.0637599023746205	-2.01966104357212	-7.06496624004751	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027871	-0.0389711491405547	0.0364593650259888	-0.137727016587041	0.105325741007002	0.125315524251119	-0.222927936141837	0.123877545120294	0.00953224200221214	-0.787041499652014	-0.301171261290573	-0.987531571986977	-4.73531611424555	-4.11704031830177	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027965	0	-0.0057993138526115	0	0.0311949959767805	0.00983412718532634	0.00376066813640286	0.0881551065101402	0.120525289949857	0.182387378031254	0.228051286373775	0.399297553127259	0.330274339083541	2.5799325372426	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027983	-0.334312390459881	-0.10457751569729	-0.340143694567096	-0.00528413429576152	0.07625130549342	0.0977631444392749	-0.00958853115495639	0.352487607144016	0.0683248451741413	-0.118227856125098	-0.83659429997982	1.78995782935234	2.87493084690556	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028028	0.0676871333776328	0.444680368877352	-0.0114767278066239	0.0283804671266759	0.158418491638932	-0.188712754486635	0.0397246918720948	0.336940361223592	-0.00357215753346596	-0.0382499329965342	0.377808405086876	1.25212859689159	0.18462498738042	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028114	0.286968569198467	0.346618121392781	0.0374099377400094	-0.0604764732286771	0.219723675048425	0.189052297767761	0.11340397825853	0.0733248439306919	-0.271027495995309	-0.206913488930228	-0.211796313992741	-0.355992903748136	-0.379386215608227	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028238	0.00670148985679009	-0.0889941911859816	-0.216926894220251	0.191380845044951	0.351088820047703	-0.121027045262786	-0.147029252479789	-0.0573591522179924	-0.433615724274162	0.161577726176184	-0.390254409328374	-1.52520952479702	-4.62018672518878	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028381	0.563159031820063	-0.120330312702784	0.0490543740398515	0.011285366517928	0.0711513924371019	0.0338387687438928	-0.263341951878733	-0.1539726781602	-0.0558579733743958	-0.17079657531619	-0.626215162928362	-0.414914952865944	-1.01367135866952	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028496	0.0999155888392256	0.146655814538823	0.143401392998993	-0.0782071621280114	0.215053303946428	-0.122030427167021	-0.179797681159996	-0.132408745972974	0.0778058181780477	0.26315793084377	0.0352368768781526	-1.48330649463633	-1.19059029119976	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028603	-0.0596528178084421	0.174138703147293	-0.0374919665637901	0.00184141144622707	0.197667048588306	-0.227385753431246	-0.382781769495523	-0.161039388575162	0.319492530144061	-0.134125422838514	-0.129122911355354	1.44599734192268	1.84591864575534	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028648	-1.26833526010894	-0.322949903858383	0.00374625945306617	0.0633100923019292	-0.236792639616409	0.302795190338484	-0.519876936966369	-0.0619383012534476	0.398834039366336	0.167014453204734	0.491993472763524	0.668967628165746	0.533725801241118	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028743	-0.701248507350599	-0.377905637600091	-0.354345926092343	0.121125570443485	0.238697220738983	-0.062907802044589	-0.0849003572975304	-0.00767035573021069	0.187307741394895	0.00754267477767812	0.128900839262474	0.686321570566605	0.663540157871372	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029086	0.129366269801119	-0.0853301444214836	-0.0238232579170283	0.130253778484715	0.108793181343658	-0.294007361719629	-0.342298400235976	-0.242774474336882	-0.100246619710873	0.410008879303142	-0.202467923296783	-3.14372361920789	-3.66934937330818	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029122	-0.269696224488363	0.348650437431251	-0.136633067487194	0.0219173282002814	-0.133040449938213	-0.181503127722614	0.415851636602225	0.361751900502458	-0.165168360872941	0.0999482265982641	-0.597815313196784	-0.338812425835887	-1.35483083258597	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029227	0.175583191828888	0.160209365634964	-0.108164765702356	0.090133524997273	0.217118533918288	0.108280349385973	0.0835391883770118	-0.00994062151417729	-0.115249982621798	-0.130739748538089	-0.180758102095945	-0.398346222419216	-0.115104415811037	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029802	-0.0694180812483971	0.109365735143222	0.00122302031852684	0.00790840704139484	0.135781435387544	0.0332862025803706	-0.150898917451241	-0.115510520935139	-0.103935613583452	-0.223535506960531	0.0371810388641878	0.971865833531689	1.70477105182046	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029822	0.231461040787669	0.0790255073498018	0.134105535034271	-0.00821616747188125	-0.270664930809652	-0.0680526738221907	-0.243047336435942	0.14217678534199	-0.135161821430174	-0.191609495091825	0.463320577498427	0.461899469729098	3.27618419430979	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029833	0.274828368605921	-0.0727319776394744	0.0726533213588079	0.125591178967628	0.164085467462773	-0.116157365604438	-0.0599310823206141	-0.0593121677864463	-0.000368662695344746	0.0705017260260377	0.220998546731009	-2.3024810224362	-2.03030754818564	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030004	0	0.0272596982689823	0.0631758511402566	0	0.0371832350545382	0	0.0448018826238859	-0.00982399089020691	0.00273257353417203	-0.03494898394248	0.111027667057313	2.31108512476755	4.17578614734476	0	0	0	0	0	0	0	0	0	0	0	0	0
