-11	-10	-9	-8	-7	-6	-5	-4	-3	-2	-1	0	1	2	3	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15
ENSOCUG00000001496	0.094286385379637	-0.225869156077636	0.0150994068577326	-0.0229756987799892	-0.151351273276543	0.0703563717538387	-0.0254124218540248	0.0412365563228523	-0.186706741447093	-0.0319294966592105	0.140415962616181	-0.325939785332095	0.0952642545602194	-1.02067652048182	-0.763345637986094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000001647	-3.52643836172947	0.61425370466694	0.116302686507911	-0.254090603188035	-0.204677310937798	-0.316708822469563	0.0258009400661789	-2.08473383654728	-0.33006573433578	-0.405573301749682	-0.0527948019739925	0.0643601629444041	0	-0.317471132741976	-0.111021156026513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000001766	-3.53075735229021	0.856300976757471	-0.101326587571181	-0.379723722522294	0.0487891872509711	-0.562145611342631	0.0580457703649664	-2.75311625923644	-0.228108989497667	-0.828155437552358	-0.548471693634073	-0.939791187886672	0.420021950739919	-1.92205903388683	-0.304205148020131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000001833	0.178235266825441	-0.541406046352567	0.241550284979011	-0.0839337526592328	-0.0752624453932178	0.00964257768162291	-0.11365296400168	-0.165795385567334	-0.0192552000002664	-0.0218046692270768	0.0515238766241257	-0.677342204802452	-0.0068442543966043	-1.18576889392835	-0.747563514438603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000001836	0.229316844984484	0.445156361425242	-0.0927050323047469	0.103693640088435	-0.116356947855136	-0.100312536387897	0.182773151533557	-0.114178398571888	-0.0294743534427981	-0.00633849194681524	0.0634099010803775	0.783496655787303	1.02646413425813	-0.100220066614581	1.08410219717544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000001849	0.167848833458809	-0.5535281543877	-0.00538931615591931	-0.0294025420110531	0.0290448812680637	-0.003314926916822	-0.0952998218571954	0.12845407429694	-0.125176289288033	-0.191598040365994	-0.436977439840621	-0.517365178781414	-0.136889708430402	-1.39731478652199	-0.857452823998573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000002134	0.306278041684047	0.479824786441417	-0.183466034452849	0.0608697585275917	-0.0101146015831146	0.0322233764340676	0.128539177278134	0.24927239044096	0.260208694774723	0.706230801590093	-0.192774922707298	0.478297841685449	0.217836030704862	1.25585175576219	1.04346128186217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000002197	-0.401734573530776	-0.302066132399262	-0.00186679095955977	-0.0587060662238281	0.119938864491703	0.0711611297415971	-0.118814016491788	0.272554635848199	0.00839177870707708	-0.0581422081710894	-0.0584729847522656	-0.233031857524235	-0.162722579217657	-0.785413571796128	-1.38170221435314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000002261	-2.75038098790586	0.0808714486433879	-0.0745652841363776	-0.0970610811099404	-0.177644404412459	-0.143434007275094	0.0360080535696804	-1.58426406753513	-0.0722371162639706	-0.157820492672405	0.0590887634939616	0.0409826997706736	0.0416159720812617	-0.409464141858008	0.32742194076929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000002299	0.103579476528173	0.0805508598657685	0.163889253695994	-0.135218948953171	-0.0706348076892542	0.0854091462073709	-0.313821561197507	-0.015649435330344	0.211924398553422	0.127054825115936	0.172473490775119	-0.486260362460312	-0.14264197192606	-1.08060093692966	-0.660909997598154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000002312	-0.0141349206096928	-0.172401472931011	-0.199299990193783	0.113446736691633	-0.147049700378865	-0.166130633948788	0.42613518084382	-0.024240365015098	0.242462964716446	0.0617050345150663	-0.071076565005276	0.26632344172153	0.348598911102764	0.854516788825705	1.02265211899651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000002339	0.488148884639154	0.773631090834462	-0.641807049249995	0.0273489988223989	-0.393447545441956	0.191624659711279	0.265435116829251	-0.0259460534180267	0.0947696501425694	-0.203661103574494	0.297299088251588	0.931439014619523	0.600787263672047	2.25100851618236	1.98802749046377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000002613	0.333763010003238	-0.279250104682156	0.0320859397295372	-0.0927095015522443	0.0841396514121939	-0.144071207100819	0.272081199397764	-0.2317825154252	0.547824754521118	0.400448520178145	-0.0397274202785827	1.02281667007985	0.50140941633525	0.666029757242537	0.846213162680662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000002754	0.539367084256591	0.229467398310176	-0.117724173380001	-0.124160716572086	-0.285783025411922	0.275397568092716	0.166561025334343	-0.185700697142012	0.273807740258898	0.291948836872838	0.0164791187511664	0.632006529887616	0.230223725550452	1.51568448389932	1.52714189967656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000002789	-1.79302613926501	-0.0297198081955727	-0.0593914631664883	0.0387947003308463	-0.0111828447774969	0.0342025055049572	-0.00190207304085532	-1.09745171082402	0.0779893391434741	-0.132085084625294	-0.357979233790981	-0.0850562190561909	-0.0768928291375676	-0.21921028256979	-0.0888916764458949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000002887	-0.169550141401566	-0.394390298285274	0.0263522205234521	-0.000901909044412896	0.172958237551938	0.113745779283352	0.162253386106109	-0.139504768054111	0.04332631729398	0.173706940222942	-0.00326405382300976	0.67644140174122	0.499372471672716	1.07892997729666	0.883046346096007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000002891	-3.60938304305983	0.750379320451344	0.019827101035781	-0.766106282189279	0.0190637005029919	-0.415534962160014	0.0538165041010932	-3.08688709527779	-0.367002768216265	-0.983107240760993	-0.548471693634073	-0.905452785755266	0.215816790941194	-1.95296100092683	0.138682963452789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000002897	-0.084309966317087	-0.101733061931813	-0.141545532378308	-0.151341377627581	-0.270347744112345	0.00176602588116381	0.424358427855369	-0.106192464801244	0.00179917471809343	-0.226652338647392	-0.260922967752727	0.610572681833835	0.155767049309177	1.12624700749514	1.71718935905323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000002958	0.131999031270757	-0.0988600335380641	-0.293690021664189	-0.118538500916482	-0.0900272119264898	0.0277941896505265	0.145888687356764	-0.052566982878659	0.165900828514317	-0.128158038002917	0.240264058677488	0.0432966437803772	0.0534292935790432	0.0143530770470113	1.89925334299025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000002994	0.293053198891334	0.406372192363294	-0.38099902614134	-0.128494628746464	-0.0400188123736607	0.412056350696299	0.0629155273547823	0.192258985810222	0.613011795781494	0.547685179223699	0.280839872111073	0.982166935369038	0.48206172950086	0.43054384896894	0.411103728064093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000003052	0.19453397635392	-0.508932408478502	-0.245689807399449	-0.00253421367684314	-0.036267587719538	0.189138511053448	-0.359219465490643	0.0213848076077454	-0.0311936252981173	-0.093015873121022	0.0343720092709772	-0.235670822180898	-0.324264974194291	-1.59777091579983	-2.51707277613817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000003291	-0.147359379265933	-0.13997036797495	0.090844638017904	-0.208914928917045	-0.15440985343331	0.146702186664345	-0.0286699379047031	-0.14731010984229	-0.0969515285892486	-0.0896668782922374	0.0419583159353225	0.20657118135729	0.272059440142304	0.335857338215995	0.754562808602929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000003394	-1.69660584523966	0.637252634996083	-0.0902523710364928	-0.254838012060664	-0.159638722649214	-0.945497121332161	0.147463208435904	-3.35309898586916	-0.568031778391798	-1.4118539032788	-0.527174573851045	-0.69141970233496	0.215816790941194	-1.40106352643305	-0.363730639991965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000003642	-0.129465775590544	-0.137652845937055	0.0802338507766986	-0.147731833418801	-0.0419699264721576	0.0343995736724718	0.116636628866067	-0.109540817785375	-0.0718275476658627	-0.103295589839835	-0.00874328264086088	0.163130921829132	0.0379135094262306	0.623556262282356	0.849743142250359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000003870	2.05482992993592	1.29327014292844	-0.103594272576994	-0.204024195271364	-0.142248426952664	0.220114620894464	0.293140341661798	-0.115296465988097	0.0623596532868153	-0.0515835033721039	-0.140320447653058	0	0.0606996373468758	0.198761331568149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000003871	-0.0724774674693407	-0.0949278250213998	0.00495365093065825	-0.00453100435906251	-0.107151069866923	0.161076632505964	0.0982652627069882	0.0164253539958459	-0.210100118040627	-0.283838466767731	0.0151033935536855	-0.427131446006721	0.125692496588094	-1.56600240655068	-0.717506869279413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000004042	0.146900352201678	0.457523229011227	-0.261256038182412	0.0150363812856096	-0.229037139927584	0.00457277301314107	0.19633541297591	-0.142336332132687	-0.209482111224927	-0.0455533775546968	0.0581959650887445	0.716060923707658	0.362883788063169	1.48538368216997	1.27973826603587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000004117	0.139388123324362	-0.422402904157705	0.14380610588117	-0.1263836685123	-0.0938760439132142	0.15382622157029	-0.142592451762418	-0.0995708191223326	-0.0669738679041387	-0.229483253858159	0.119586330034503	-0.574155440086409	-0.0685867977977903	-0.739715755400004	-0.950949479535444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000004119	0.0303626806787571	0.412046364392231	0.189811937058306	0.211214534453195	0.104354170385055	0.0664922745368592	0.279014823759597	0.149193204028184	0.04426286017096	0.234096938254848	-0.274744163210914	0.212389531178232	0.674016504027606	1.69425733608411	1.00110948830575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000004320	0.103187213220391	-0.311559907866523	0.18767414001014	-0.00832760625957363	0.123230635597894	0.125264447008742	-0.570579950235025	0.208640487022569	0.133654383943679	-0.05288964021479	0.0315310755173135	-0.402705335451108	0.0176579321979577	-0.630768197699327	-1.51353065694703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000004416	0.00715327786329922	-0.0582034353932395	-0.0200082336734555	-0.12266116374124	-0.0890157371895164	-0.113825289411154	0.123983732433075	-0.0871235566542445	-0.195033084197841	-0.208529926204493	0.134925448582447	-0.312275535459457	0.0563006668517261	-1.09007909014254	-0.743247172387397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000004432	0.0190044587933995	0.347390053805832	0.00325845327759922	0.0110602968660629	-0.0616583416054475	0.111136990265113	-0.0316891034497111	-0.0126747268204177	-0.0440040666708557	-0.123340585330493	0.0382390440723643	0.183246437277856	0.0523864951244759	0.131212378675786	1.55047022346151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000004486	2.81058672971438	1.37285492881726	0.836708659826235	-0.0221335637381924	0.387651963312511	-0.0453959638918732	0.130060632438483	-0.113049353976852	0.621259898130133	0.751571763055067	-0.218108028277832	0.874898386969473	0.637431488259179	1.24282444094164	-0.175595250026343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000004502	0.0153160669842798	0.192626007289484	-0.131350283585156	0.176225697636436	-0.0445304090953016	0.163012233907649	0.093713696466069	-0.205988921220755	-0.116713954846183	0.31823954129408	0.0816295641650564	1.02305450763327	0.356302479936766	1.07301290441097	0.541360027793316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000004588	-2.19650244087059	0.13093426593141	-0.0902776786400775	-0.348172660303428	-0.147070069552439	-0.422443933197318	-0.156813087294788	-1.00684976977251	0.0705721966864833	0.00527281644110802	0.112506753917744	-0.0339105609195504	-0.164478363967007	-0.654744110108858	0.0276618074262764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000004620	-5.45819535108962	1.28086511330138	-0.225584739732815	-0.918492259902437	-0.0350719868620546	-0.603511312655675	-0.0925270939689551	-3.89377380860316	-0.546258956525827	-1.09936655117861	-0.573635194371744	-0.461258485315041	0.231139719931593	-1.3695431707626	-0.084855568795734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000004644	0.0626288767725702	0.538185737121954	-0.271189621433005	0.0973967958784945	0.0617013766435619	0.0223171783716234	0.143772107081606	-0.143477824404325	-0.018103166571195	0.164034722002688	0.181542997184965	0.271802684257293	0.27501270007427	0.311118680564111	1.00437679295931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000005003	-2.51523048013137	0.667026224849025	-0.472697249921391	-0.409957910337424	-0.191594570711058	-0.62042284166133	0.0107736208656797	-2.80883918096175	-0.0577903859916671	-0.896903520786441	-0.184437197661251	-0.553037504967305	0.0309123320835879	-1.25991582261971	-0.0117475733274071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000005079	-0.0957935964960948	-0.370932400539236	0.0371051478535716	-0.0721584267550508	-0.0171730531081771	0.0895735973387115	-0.0963266603493533	0.0928000247737417	-0.0389609502126156	-0.0218723090231965	0.0287832300205793	-0.310362698167619	0.0507693896221824	-0.858519100672316	-0.918996070098052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000005228	0.0293390165574983	0.584107868863714	-0.714425425259506	0.181431535044863	0.0698008127297789	0.281886201867638	-0.341667110626595	-0.0504686798160541	0.597493833943071	1.36689428127963	0.022517205081908	1.15299485913283	0.803312364832863	1.69335462679566	0.749881671356491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000005329	-3.36503647906256	0.229899895500214	0.269534944142774	-0.616902030769309	0.10244003798831	-0.586445000961633	-0.108372130935006	-3.1372532190864	-0.342988990276663	-1.08408939596371	-0.667491896447562	-0.309715869903583	0.61540884610705	-0.491528179933792	-0.539411682914115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000005330	-0.4168650613464	-0.345305106515044	0.0909515413691109	-0.117121859915384	-0.097021416265366	0.213623531899487	0.0183217916877334	-0.00901813582880084	0.105593576755986	-0.189758452200107	-0.246690333370685	-0.248943033941975	0.269375933973052	-0.385959318011762	-1.37874963550729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000005522	0.204800514854046	-0.583352100707527	0.0496367856457329	-0.0118673398747902	-0.0539922686585435	0.0949041234735493	-0.0237532407206338	0.0690815863547467	-0.0609289655191851	-0.389407036511759	-0.13336251506448	-0.232406275377896	0.152669063462386	-0.968687657801241	-0.868075463907569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000005581	0.163770092534235	0.275184429653204	0.19045481805594	-0.0442660421603357	0.00369143494574217	0.131761623696384	0.0610935333112337	0.163641163751767	0.375207498692089	0.0769301761328708	0.0767024028471472	0.0339839467148236	0.471717914786433	2.4958923742877	1.8413575107911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000005808	0.216769306790315	-0.307240812726383	-0.487703032497572	0.200642896656356	0.21600731985811	0.194936902884129	-0.0691487991962454	-0.26405937483028	0.510313634645199	1.12792136353662	0.513674517204494	1.07766745956016	0.467772935411541	1.03961434641647	0.762770462141821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000005865	0.244066273107607	0.887445690319005	0.0845775373554494	0.253086947668379	-0.338946672582624	-0.0259593993734506	0.263988537991967	0.236929852786585	0.647872078867482	0.67172585405731	-0.0448856018841273	0.838818486609446	1.32944495329427	0.249120234609667	0.516385566195759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000006043	0.256629623068743	-0.504294138977341	0.158723769871598	-0.022216128281709	0.00389588358595017	0.170424461672167	0.00856549807565798	-0.0233061887815893	0.0927953824423007	-0.256255780880995	0.145715894080138	-0.259628896845782	0.155545661085092	-1.25437809762612	-1.28810220643562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000006186	0.199522231101013	0.419214760273287	-0.408718486523707	-0.00447780076233162	-0.0386156822495494	-0.129515700398445	0.235832619236518	0.0241911455867285	0.0627743971068249	0.357963180191351	-0.0461552289066454	0.746701806445278	0.118363638615286	1.30310280215735	1.27648561285924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000006454	0.00225529456575213	-0.00208839334592881	-0.0329276822902926	-0.0483096238093808	-0.0610589854574171	-0.0526155195417317	0.141125102172728	-0.0896603423046836	-0.275083583967412	-0.170915963330771	0.00178898773610214	-0.0908776592787071	0.339338404272903	0.30611435231884	0.87562909269556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000006592	-0.601830035684625	-0.741719046443334	-0.248073056009651	-0.351359943878665	-0.204229907588354	-0.214365093239553	-0.503233726969393	-0.214494335569291	-0.150245492139468	-0.295835722732388	-0.354769292604195	-0.51961001637437	-0.108235159842114	-0.648735223740329	-0.972728189932679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000006775	-0.123901211926305	-0.653235782582035	-0.162200429090389	-0.250137966818016	0.21822571724628	0.131503484305529	0.141870587344944	0.135311201217358	-0.721470774844164	-0.651378851806806	-0.205584915236235	-0.468611502842027	0.0832735525627628	-1.22277473497115	-0.767550687094852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000006785	-0.432451007636461	-0.288169723386713	0.0885131432827961	-0.00675619924724469	-0.0284111224468813	0.0400774537407251	-0.174510666302853	0.158207041942246	-0.0916047008384737	0.0239931701643874	-0.0108144592179897	0.130809210824707	0.168827529402348	-0.763429801134043	-0.872894801406923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000006797	-0.100948642290535	-0.0751613423993396	0.0192886964879815	0.0154762563819695	-0.108447816850521	0.0455233258598753	0.23695345680135	-0.0807691396223422	-0.0482248167888253	-0.123574536347332	0.0766019551022383	0.112505389557332	0.27856172901158	0.651118880106531	0.949121210855747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000007056	0.305833039178577	0.472561438432403	-0.229836188646082	0.0410886153594001	-0.111180599298606	-0.268862419824972	0.212882792801658	0.572330334752703	-0.0434700251178839	0.181786860958407	0.398485491030423	0.970754804814542	0.568809887830108	1.3645433480125	1.3126981867403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000007216	0.0354321309444252	-0.47934899641338	-0.045526201934484	0.0175353437119821	-0.0706725264712258	0.0454471370566623	0.121973049447497	-0.0111296144102067	-0.266337332474469	-0.13762401304518	0.00638304552643021	-0.468445992851663	0.210784032857951	-0.706465732228438	-0.831305669573123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000007227	-0.0784319661821096	-0.140798283988074	0.0341536944088547	-0.0943255331539401	-0.198086355982054	0.0720687094951611	0.263546001433277	-0.0733883350159168	-0.00859772864496122	-0.130927754990063	-0.147352286197118	0.0199118033857317	-0.0482507557565928	0.506975414203527	1.35331689456281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000007401	0.16888920762636	0.150811648799956	-0.202820435327316	0.0395573493531707	-0.0505706793580627	-0.252697974199764	0.140500068411626	-0.18353594575255	-0.0878711123877842	0.00136516211038895	-0.00687647772767441	0.214631577113673	0.137889139130666	0.961592541316062	1.14441537164322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000007505	-0.397655073497801	-0.120344517927248	-0.31097752409058	0.159216329084461	0.11011789433348	0.388009546686708	-0.019533191727954	0.0903841223520154	-0.369376103454117	0.161180794161111	0.130597440237892	-0.471933136739749	-0.314889158524661	-1.44466814078472	-1.38879365702173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000007542	-4.03546008493449	0.840237665455962	-0.1518916533476	-0.566757640041509	-0.258895217680613	-0.57732896109653	-0.10644786186715	-2.7706031322165	-0.429061105048796	-1.061524248098	-0.748465419309374	-0.775296049694768	0.330613240259285	-2.04064622208877	-0.279531137242328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000007763	-0.037908467149351	-0.587208201946062	0.214112549262897	-0.146918311071968	0.107774095626607	0.116356681545533	-0.228812943982063	-0.0272772062261808	0.121373897404871	-0.0107157006551546	-0.000385598544075272	0.00202022301539717	0.129034301601223	-0.454963160920177	-1.78843715694141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000007829	-0.1150900278335	-0.201970178190813	-0.239390636041271	-0.143288180818629	0.214510029037006	-0.116216342424999	0.132185212249409	0.425416348244	0.215489985612456	0.186839211902311	0.364384533809987	0.561261445740294	0.518901323773205	1.01495104598324	0.829272134825039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000007866	-0.263311326205137	0.36545717489606	-0.0135604184083009	0.00329073079290954	-0.142650001320837	-0.0788013223913486	0.488238748432056	-0.131998935721176	-0.401118131890883	-0.00305639546107894	-0.149304374269746	0.435911706358435	0.549765146414464	1.50456523239892	1.5769637294642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000007890	0.327561771451788	0.198654766101063	-0.248392756952045	-0.0770555765747138	-0.380347625702384	-0.0672450753478562	0.356007931714499	0.0374802221798807	0.0620963646560706	-0.543517846433875	-0.252076112666422	1.25372608910357	-0.0420238500273313	2.44502829198101	2.45145664266559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000007970	-0.0900835426537601	-0.315694889483636	0.218398520094858	0.0950779504490376	-0.0213905881222827	0.106377123952792	0.040131181209853	0.112323807647533	-0.099934779432024	-0.000760465210541739	0.0258048102848853	-0.731189518990449	-0.0457796262059578	-0.91712427249796	-0.438155097467467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000008004	0.0138785840834199	-0.220484385978494	0.0494621338960872	0.0101177665337833	-0.0525698348581365	-0.100792886507185	0.392131162731568	0.0291245406868015	-0.384180204213643	-0.254705419924596	0.000474294382999396	-0.515211464728218	0.208097379019843	-0.628045019049595	-1.16177883750845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000008118	0.000577423999314597	-0.0167593203566252	0.443388533464516	-0.11429212911796	0.177366721359631	0.40322462841824	-0.0248271695714246	0.0268949266600567	0.467126706519666	0.113239242345451	-0.670041841209563	1.62352834745852	0.865941672241928	0.274816249968219	0.853175362231072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
