-10	-9	-8	-7	-6	-5	-4	-3	-2	-1	0	1	2	3	4	5	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16
ENSRNOG00000006186	-0.384099629140964	-0.275338878272976	-0.328636934191014	-0.104591172478896	-0.443173774886841	-0.467058259671495	-0.321063474070787	-0.429392056892895	-0.238697202028723	-0.32454502330779	-0.415611569092999	-0.425311916529972	-0.610850714984824	-0.365598551935747	-0.306082607231144	-0.680360428809013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008919	-0.271025167226603	0.0826860306919235	0.0164482508443271	-0.133209692575111	-0.116524974243511	0.133484348079877	-0.411073599810201	0.0480827252357483	-3.30568206218986	-2.36131039451526	-0.656091830296609	-0.995636092075098	-0.196535603292135	-1.18718224718205	-0.717470479311946	-1.3726899682738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000010917	-0.0715786026695415	0.1298325933598	-0.402207773345943	0.162569869258411	0.486591955197737	-0.125482151507058	-0.349350575565599	-0.0180758985480658	0.0266025834794057	0.339760435293528	-0.458618731351884	-1.23707698144587	0.0757303420558628	-0.24733665515291	0.760976435060264	-2.72122840565903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000011484	0.0578308506749023	-0.37699952756535	-0.428051215107368	-0.21647336866343	0.0188104214182934	-0.713301396841553	0.066979826435716	-0.250633416228623	0.169261837776948	-0.108337490888215	-0.167127073329465	0.142602196474452	-0.488359442050049	-0.420695503526984	-0.361566909101414	-0.400213278622037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000011683	0.129717430577572	0.362888307754544	0.113788552778551	0.0107093185788751	0.280247991744016	0.0652329590018552	0.0811340133621616	0.0942959705514017	0.200852910046372	0.269375872479531	0.537452623006815	0.580622200695102	0.757213201861688	0.731220897835065	-0.320049611614223	1.19123547397312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000020860	-0.103588775888588	0.0630956440714452	-0.216734968471073	-0.193506083776832	0.333743096456447	0.0735610677291496	-0.17498116431178	-0.296230489933993	-0.0222319541692082	-0.364668551001114	-0.519877699046804	-1.41156599338299	-0.120074930214942	-0.978700634366598	0.319429324950724	-1.39880800171298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000020998	0.0337075594628576	-0.0169789315716729	-0.197796313378381	-0.137754660103936	-0.226102477458789	-0.07291691519045	-0.0865381501618836	-0.00152149757798631	0.0957174451033188	0.00727516067583717	-0.204141435305112	-0.178152284209418	-0.238899421984746	-0.18691380196459	-0.308804897183768	-0.720154627805074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000023881	-0.294049445075073	0.248469814134154	-0.392569140086419	-0.37162841950816	-0.137318814107096	-0.0548467654390802	0.104634814925855	-0.195853790925969	-2.15358541519728	-2.39805625244	0.091533516242166	-0.373699737901546	-0.449917863545009	-0.609257423483788	-0.319795258936932	-0.00103874763094591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000026051	-0.0987916878630229	-0.0545389467830516	-0.042915576382248	-0.111686805224494	0.103960073773997	0.0276455261846358	0.164369540727986	0.0405379126398217	-2.05290031110869	-1.55080316364756	0.149549264428059	0.0138532898886384	0.109686056503265	-0.13181197521032	-1.932032076808	-1.76174268740786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000029394	-0.376438958868171	0.176008520377117	0.0956280320707892	-0.0775628795240961	0.319793746866698	-0.225724608083011	0.310793699918094	0.196904505183191	0.320048642952797	0.492541551017327	0.162830918020634	0.773298412397191	0.25574476191357	0.961760713759473	0.117264316655126	0.12527123222699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000029980	0.180036075215444	-0.048528391223491	-0.156426930414671	0.0384754198467743	0.0593928809590692	0.202187332853954	0.532742925216001	-0.179699844499844	0.180643517754618	0.172958778943562	1.6552036433632	1.00510162712197	0.40364279960789	1.1338373294367	0.0876752074580152	0.870038541502345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030269	-0.247608126799065	0.749836327159252	0.211323115539574	-0.0346300134310153	0.705139213537198	0.598279201439219	0.777300367062583	0.24244640588935	0.757905120174243	0.873385650751363	0.980562987542075	1.35102662529755	0.47082324846007	0.617233771472034	0.277576297352091	1.03201809823715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031967	-0.012413433086485	-0.24623377019839	-0.467924670423965	-0.0310395677236732	-0.265956900825514	-0.543001907862357	-0.110856899785354	-0.314669578092987	-0.176566668131552	-0.162929880666936	-0.0374011279515726	-0.141011836485911	-0.374154740520227	-0.312808878141843	-0.0527867108014364	-0.504801202786079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000032844	0.0459742861771682	-0.104575121675039	-0.0968487393905143	-0.0474595086266185	0.0720664834543638	-0.0702152419206933	0.468602636019405	0.340955318178506	-2.88214642276005	-2.41293150043684	-0.191166036464	-0.297779448403042	0.176698255825101	-0.280671948604097	0.000362355088072697	0.727455658024578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000042071	0.0499514714686464	-0.366759585486247	-0.423303863486865	-0.28137616293515	-0.0668615332100382	-0.466774976540464	-0.304359135066178	-0.580355069228527	-0.465912696625129	-0.194996707585592	-0.227549373411156	-0.0814923156671252	-0.758805344414281	0.267693860123325	-0.77457403325471	-0.433299149606775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000042249	0.00819327438899586	0.0311265143494242	-0.491943913808788	-0.798592712885677	-0.186807560616404	0.0610145457200291	-0.20555369130703	-0.343527768335623	-0.179981399961034	-0.66054390897126	-0.200053179317787	0.206149040196959	-0.866422258752698	-0.0748982327537889	0.0510138979198643	-0.830492729900032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000042690	0.50978468983126	0.0105439764076791	0.0181813379205298	0.0280785205584202	-0.0121661807355249	0.0147752125387748	-0.361486900294106	-0.120876108901994	-1.35198052486015	-0.786797100328947	-0.203397680149892	-0.540217827052297	-0.378430672286324	-0.18631839840487	-0.368729016579948	-1.43885693866538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000042912	-0.0661231827852555	0.225287955057711	-0.103413340398152	-0.110708840566244	0.192078720266277	0.231865218119531	0.30771326095749	0.0708442929893005	0.433796861302996	0.401906243713497	0.227925687878169	0.70385214824255	0.173849581671405	0.0921894288565852	0.0970571711930841	1.10626872074171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050090	-0.140059841472975	0.246469183497378	-0.436571711205362	0.0990258673125748	0.285251342975267	0.442781105653543	0.449432091619622	0.29996149933968	0.421123241105368	0.549775784620264	0.288454868069367	0.898799843225154	0.11576737627529	0.42866404535986	0.306151915885978	0.161100963878996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_048817	-0.971411706693505	-0.808225292103598	-0.807541362969398	-0.852739638188149	-0.570937968665406	-0.747907890924782	-0.646905634161914	-0.742674648027269	-0.428934380218868	-0.218600989840759	-0.584549162303864	-0.505561839954792	-0.370407605330627	-0.181554559043252	-0.32203338511985	-0.431023811009644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_049543	-9.65009244742863	-10.1344940310058	-9.75892402509103	-10.3907332767807	-9.29747456632418	-8.36096680195892	-10.3685416583372	-9.96394674990082	-9.94461026086605	-10.4065492657188	-9.81325918695056	-9.73105356566642	-9.87448510619832	-9.78987886368252	-10.2475152798675	-10.5830238448355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
