-10	-9	-8	-7	-6	-5	-4	-3	-2	-1	0	1	2	3	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
ENSOCUG00000007990	-0.0358609611673324	0.182453358437961	0.193410897186424	-0.015725002971174	-0.189260897910325	0.0296288805596832	0.330283344564143	-0.251762850532861	-0.0230531061758588	0.0606411929224406	0.111308078374792	-0.625093460740503	-1.15180065286942	-2.26551389770067	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000008826	-0.201857770699965	-0.0347706935596995	0	-0.0635221764988777	-0.0420807180227151	0.0476144914039806	0	0	-0.0570318453513625	0	0.158152863384766	-0.465150981498598	2.81128047239854	1.99760591779887	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000008858	-0.300687424149468	-0.666275201562152	-0.176808248463837	0.036286629054935	-0.00737741251731885	0.0466186222370918	-0.150040305189779	0.0663118633673184	0.174732944060365	0.111168002283893	0.38673012568411	0.832470040364074	1.88897361500976	2.92709937276876	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000009086	0.192315766683986	-0.325261924697621	0.142170931633028	0.259585497228899	0.307456072412814	0.00281665846942492	0.126140704487965	-0.380447336236255	-0.0608270010673797	0.370819248251635	-0.279008219016249	-0.178556188240083	-1.57608130310963	-1.50130215341735	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000009458	-0.167901634620027	-0.136519372609866	-0.0973117030653978	0.160937095360047	-0.142919503035737	0.0843649854146189	-0.0461704781852879	-0.14036483967784	-0.177210670924613	-0.0538008689004347	0.0688318194089412	0	-1.99499813234072	-2.14963003975367	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000010188	1.84201740975228	1.47560037436888	3.63949161868123	2.55176035101095	2.63312758340659	2.89485619243145	2.27314715507162	2.37948342837378	2.54576844416815	2.26543939983952	1.37032953675075	1.81916732751778	2.26845027339553	2.31665618713284	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000011099	0.689736472748488	1.37809156411654	0.13368778533304	0.311196210952178	0.0618600710128123	0.096126728852582	0.181522924603371	0	0.0556146540000635	0.314351400179071	0	0.0730186953148065	-0.0248577370650646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000011713	0.23748279510143	0.027159189452159	0.0777564974581066	0.213128712213875	-0.047962595047097	-0.0194083556251075	0.041760207076555	0.0629884542243415	-0.034872715265692	-0.0188841610234061	0.0528026521102349	0.00912353703831492	-0.610699807812456	-0.626416143081554	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000012338	-0.310409165190601	-0.559056053322887	0.353941669146341	-0.356142154328507	-0.392869636792174	-0.401918486346705	-0.360622751151773	-0.597503014758388	-0.468377937601803	-0.38764305254481	-0.220678667470077	-0.355692109618596	-0.531784295837225	-0.18327292819691	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000012480	-0.304308645042164	-0.147642652389966	-0.0573212360528597	-0.107310915787158	0.112081623122892	-0.0189741871533484	-0.387913556324944	0.117573802705399	0.0145416950095518	-0.251631941789147	-0.752612554947619	-0.269347885550428	-2.04885783205608	-1.2847008845972	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000012948	0.153886619318162	-0.103729238919693	0.443151131917702	0.147648029228728	0.201931422377516	0.120868344258801	0.278707648334393	-0.208064728888007	-0.216505073430474	-0.0734819466229126	0.304889524345195	0.222865931036314	1.31448699180116	2.21436172541761	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000013646	0.26464523144903	-0.0107332360420269	0.61005460857765	0.679110196456636	0.0334213125305567	0.0973250437589313	0.137687826641118	0.00437151281122183	0.431467668652789	0.449494916996199	0.371195263206969	0.461983184768671	0.479520596830663	1.14622397042377	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000014741	-0.220903280963755	-0.610019601353821	0.0223871388239383	-0.624577029419608	-0.552002564195901	-0.535560286218021	-0.46824886227028	-0.854465639886267	-0.74595188385037	-0.707608043304663	-0.404539055182892	-0.575112159455601	-0.621031283065715	0.229839780510449	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000014929	0.0607301636216207	0.181857327919628	-0.120246037963756	-0.285908155526036	0.00740601548888485	-0.137811196514663	-0.0128786248777651	0.140827193555421	0.107246732514699	-0.192297753430043	-0.0755951200990021	-0.237889630497816	-0.689842092392971	-2.08745598889275	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000016610	0.0574938918122099	-0.413546975131416	0.712701236303405	-0.264008522631567	-0.0176988855486879	0.0528265987421994	-0.0768421212628319	-0.425694190744311	-0.0420472955052826	-0.0748847789083609	-0.379331771473844	0.0297833178083833	-1.22472395779665	-1.37496041613056	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000017797	0.0645482919299862	-0.640909327953904	-0.256151324146988	0.106756953716133	0.509608692922983	0.655697622336801	-0.137506872353587	-0.457326057419317	0.0450739900316157	0.170428656933249	0.762420745498453	1.3217779814674	3.14468256067569	2.28164421924488	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000020992	-0.0581435646131294	0	0	0	0	0	0	0	-0.00141719135129897	0.205717534527174	-0.295554978550517	0.106237705873891	-0.678498840313431	-1.37465952960845	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000021126	-0.736406962983827	-0.754177085271353	-2.20858769138825	0.220563636804577	-0.670354184705785	-0.0143183681677588	0.421371863602182	0.560930721950529	-0.352527046074808	0.0313414376938717	-1.7490889665679	-0.468196607926016	-5.75044106645326	-4.04855881355518	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000021197	0	0	0	0	0	0	0	0	0	0	0	0.105620741359019	5.03593043460713	0.441838587320088	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000021209	0.207808567878128	-0.702894598541653	-0.317251884541412	0.0561251686370348	-0.539810764268154	-0.344322438139111	0.377931815187706	-0.0347894227396299	-0.0621519398103825	0.230455069834667	-1.43054046835756	-0.0197852447571449	-4.31898312829847	-3.97949318320365	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000021923	-0.0457629193703948	0.222220778466155	-0.392142747502717	-0.0549840317150707	0.108245054029817	0.236159982501949	0.522333901266776	0.477224220012191	-0.239742633409564	0.0956491210206045	0.304362908199871	0.121815886926228	7.55875243239035	5.47182449119658	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000022117	-0.0182148670379121	-0.588104988473419	-0.735048111941318	0.180575225171914	0.123386223715681	0.0221343020922706	0.175578050949698	0.237645959278819	-0.0336324501319858	-0.00912955439973473	0.249712291804182	-0.207766405246495	-1.73609370774557	-1.0827670737215	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000024583	0	0	0.0522068557379726	0.0627116918320485	0	-0.0403144212145356	-0.126089611018908	0.0388461640210244	0.019304240692052	0	0	0	0.0807932088578282	3.614942889638	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000025032	0.0336185860747829	-0.0347706935596995	0.0522068557379726	0.079306637867681	-0.0054267519805095	0.0434151506468604	-0.0445241379862912	-0.0619077468179754	0	0	0.0804400069213896	-0.01073635213901	0.846413462774622	1.25173544289041	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000025657	0.296927544194877	-0.216423191492375	-0.0697260356575906	-0.0598757341853305	-0.27464336197676	0.0431690878051566	-0.110819003214975	-0.161906512470299	0.12064810552244	-0.122933294082492	-0.275316685741735	-0.573379695599662	-2.87625963350587	-2.83509844185038	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000025884	0.210550578349975	0.749858901826324	0.200165825873319	0.463076960884902	-0.290536022489126	-0.346457011426442	0.429889050631332	-0.116033688514355	0.78239241587935	0.010544205803303	-0.0343007077680337	0.189938622733656	5.92835689450116	2.83313886516778	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000025893	0.0376973408240493	-0.0784266380981461	0.113582298647839	0.0419693151728811	0	0.0434151506468604	0	-0.0778880064198385	-0.109883098503231	0.151247753490068	-0.00301913474497509	0.30800479779577	0.294860032724733	0.99899394534959	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000027182	-0.00922400964667502	-0.0162537190939941	-0.0973117030653978	-0.20453474044141	-0.258075528191724	-0.00772134394267415	-0.110819003214975	-0.330769539577039	-0.35442431364544	-0.159900901651091	0.0515475961597298	-1.07181240905894	-0.349724185199429	-1.9022707170321	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000027501	-0.406628609942798	-0.201920485827741	-0.918637533938623	-1.23758998595216	-1.57433686282843	-0.082677083057747	-1.73535253160039	0.195996957858511	-0.848731605655658	-0.127612223842094	-0.409329099439649	-0.180506801950347	0.414256620809744	-0.346452443494668	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000027591	0.155417474687264	0.013270012496376	-0.351844292513321	-2.24467939744972	-2.37880503508576	-0.26798486988931	-2.38965043338965	0.462515839908047	-2.19114701103112	-0.178587996732434	-0.380122197481042	0.130997222529827	0.161066484317361	-0.537644606649305	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000029235	-0.153885594015009	-0.535817261627613	-0.752080463439298	0.242830932716897	-0.37205409292411	-0.185538377688996	0.0925585038302383	0.151126945658763	0.106331229505109	0.253755153257984	-0.886018567067723	0.0124115575346639	-3.14973756802551	-3.6200497267674	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOCUG00000029605	0.622030102147027	0.133718409414065	0.72440947592633	0.498561944305741	0.676179953395911	1.8596296005469	0.552536277955092	1.67578646385176	1.11978747103037	2.80290608466958	2.03122988569206	1.40586646086264	6.07168635856443	3.40527712612572	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_042762	-8.42430825721492	-9.16888305601091	-9.48370197439473	-9.38687784454032	-9.31113862022081	-9.48671783248509	-9.15938988773411	-9.5833471701185	-8.46199952453363	-8.5456893309269	-9.12784544376858	-9.78342299166567	-8.26956322117522	-9.41678085971165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_042763	-6.19795743829142	-8.15604005749502	-7.24983388142912	-7.50541639529708	-7.00213389921546	-7.93108267115797	-6.85846318571021	-7.21498416830605	-6.76332053650574	-6.54320904717969	-6.25221409761828	-7.13105870985753	-6.98572777590915	-6.00858980291425	0	0	0	0	0	0	0	0	0	0	0	0	0	0
